tittle,review,stars
Anda Membayar Apa yang Anda Dapatkan," Air terkenal dengan keterlambatannya. Namun, ketika saya menunggu penerbangan ke Denpasar, penerbangan lain ke Yogya dan Balikpapan tepat waktu. Oleh karena itu, saya memiliki harapan yang tinggi untuk penerbangan saya. Namun, penerbangan itu sendiri delay sekitar satu jam, dan itu memengaruhi waktu kedatangan saya. Secara keseluruhan, layanan dan hiburan dalam penerbangan hanya rata-rata. Jangan berharap lebih dari tiket yang sangat murah.",3
Waktu Perjalanan Terbaik untuk Menghindari delay," Air terkenal dengan reputasi yang tidak terlalu baik, mereka sering menunda. Saya telah mengalami penerbangan pagi, siang, dan malam mereka, dan menemukan bahwa Anda sebaiknya mengambil PENERBANGAN AWAL PAGI untuk menghindari delay. Saya mengambil penerbangan 04:30 dan 5:55 dan naik sesuai jadwal. Sebaliknya, saya terbang ke Bali dan Medan dan keduanya penerbangan malam dan delay selama 3 jam dan itu sangat menjengkelkan. Saya sudah bertanya kepada beberapa teman dan mereka memiliki pendapat yang sama dengan saya. Saya tidak tahu apakah ini berlaku untuk semua penerbangan atau tidak, tetapi saya tahu kadang-kadang kita, pelancong dengan anggaran terbatas, membutuhkan harga lebih murah untuk penerbangan, dan  Air menawarkan itu kepada kita.",3
Murah. Tapi banyak delay.," Air terkenal karena delay penerbangan dan skandal lainnya. Saya mengambil penerbangan ini karena maskapai lain harganya 4 kali lipat dari  Air untuk tujuan ini. Sempat delay dua kali, di penerbangan pertama lalu transit.  Air terkadang akan mengubah gerbang mereka tanpa memberi tahu sebelumnya, jadi proaktif untuk bertanya kepada karyawan apakah gerbangnya masih ada atau sudah pindah setiap kali mendekati waktu boarding.",3
"Kaget juga, ternyata on time"," Air terkenal suka ngaret dan tidak on time, namun tidak demikian dengan flight saya baik dari Jakarta-Tanjung Pinang maupun Tanjung Pinang-Jakarta. Kedua penerbangan tersebut on-time dan tidak terlambat sehingga memuaskan customer. Good Job.",3
Pembobolan bagasi," Air tidak termasuk bagasi. Bukan masalah besar bahwa saya harus membayar untuk itu. Saya mencoba melakukan prabayar online untuk menekan biaya, tetapi Anda harus membeli tiket langsung dari  untuk menggunakan situs web. Penerbangan saya dipesan oleh agen perjalanan perusahaan saya, jadi saya harus melakukan ini di bandara. Saya ditagih lebih dari $600 USD untuk 39 kg! Ini jauh lebih banyak daripada semua biaya tiket saya untuk bepergian melalui Indonesia, Thailand, dan Singapura! Mereka benar-benar tidak menyesal dan mereka tahu saya tidak punya pilihan. Jika  Air ingin mengembalikan uang saya untuk kesalahan, silakan hubungi saya dan saya memperbarui ulasan ini. Sampai saat itu, hindari  Air dan gunakan Thai Airways sebagai gantinya.",1
Direct flight, air tujuan Palembang Surabaya berangkat pukul 11 dan tiba sekitar pukul 13. Cukup nyaman untuk direct flight dibandingkan transit di Jakarta. Harga cukup ekonomis,4
No Delay," Air udah ga delay lagi seperti dulu, on time banget perjalanan dari Yogyakarta Menuju Bali, Service Memuaskan , Sukseslah terus untuk  Air",4
nunggu 1 jam di dalam pesawat," Air, maskapai termurah di indonesia. saat saya terbang, boarding telat 30 menit trus masuk pesawat ternyata nunggu lagi 1 jam baru terbang",3
Low budget airplane," air, maskapai yang menerapkan konsep low cost carrier atau harganya murah. Tapi karena murah, servicenya kurang, tidak ada makan/minum, seringkali delay, penerbangan terahir saya bandung -yogya delay 1 jam dengan alasan operasional, tapi kalau kita yang terlambat langsung tiket dianggap hangus, dan kadang pilotnya kalau mendarat tidak mulus. tapi kalau melihat dari harga dan banyaknya pilihan rute, membuat  air bisa jadi alternatif pilihan walaupun kalau untuk orang yang berduit hanya menjadi pilihan terakhir",3
"Sering Telat, Tempat Duduk Sempit, Cabin Panas"," Air, seperti yang kita tahu, sering mengalami delay. Saat boarding, masuk ke dalam pesawat, hawa dalam kabin cukup panas. Selain itu, jarak antara seat cukup sempit sehingga tidak bisa duduk dengan nyaman. Lebih disarankan untuk naik , lebih tepat waktu, suhu dalam kabin dingin, tempat duduk lebih longgar, cabin crew ramah.",2
"Pesawat baru, Low budget"," air, termasuk maskapai penerbangan indonesia low budget, memberikan banyak pilihan penerbangan ke seluruh penjuru indonesia dan beberapa asia. Memiliki banyak pesawat baru yang nyaman, dengan pramugari minim dan tanpa makanan. Sangat disayangkan, cek in counter  air kurang banyak, sering antree panjang, dan ruang tunggu bandaranya parahhh......karena banyaknya penerbangan , banyak penumpang ada dalam ruang tunggu dan tidak mendpatkan tempat duduk. saya sering harus berdiri menunggu berlama-lama sampai akhirnya boarding.",3
Layanan pelanggan yang buruk, Air..... Mereka membutuhkan 60-90 hari kerja untuk mengembalikan tiket pesawat yang terjual dua kali.... ,1
Maskapai terburuk dalam sejarah," Air? jangan berharap lebih dari Indonesia Airlines ini ... begitu banyak delay dan masalah tanpa tanggapan dari staf. Saya tidak merekomendasikan maskapai ini, jika Anda ingin masalah dan murah ... maskapai ini mungkin cocok untuk Anda, tetapi bagi saya TIDAK BESAR.",1
Bagasi gratis dan perjalanan yang aman," Airlines bukan maskapai premium tetapi mereka mengizinkan Anda satu bagasi 15 kilogram gratis tidak seperti kebanyakan maskapai ekonomi lainnya. Meskipun saya tidak sering menggunakan koper, kadang-kadang saya mengambil beberapa barang saat bepergian yang tidak dapat saya masukkan ke dalam tas saya, jadi saya membeli tas ransel murah dan mengisinya. Sangat menyenangkan mengetahui bahwa tidak ada biaya bagasi 300-500 baht.  Airlines juga membanggakan bahwa mereka memiliki sertifikasi keselamatan yang tidak dimiliki kebanyakan maskapai lainnya. Saya belum memeriksa tetapi senang memiliki jaminan itu. Karena itu, saya tidak pernah memiliki masalah dengan penerbangan ekonomi apa pun di Thailand.",4
Selalu terlambat," Airways Lombok ke Bali terlambat hampir setiap hari. Dan itu telah dilakukan selama bertahun-tahun. Jika ada maskapai lain yang berangkat pada sore hari, saya akan melakukannya. Jadi, jika Anda berencana untuk menghubungkan penerbangan di Bali setelah Lombok, berikan waktu tunggu hingga 5 jam.",2
Penerbangan nyaman tepat waktu," baru-baru ini memulai penerbangan harian antara Kupang dan Denpasar. Penerbangannya bernilai baik, pesawatnya bersih dan kami tiba tepat waktu. Stafnya ramah dan membantu mulai dari check-in hingga pengambilan bagasi.",4
Terlambat, memiliki predikat maskapai delay. Kali ini pesawat delay selama satu setengah jam karena alasan operasional. Tidak ada kompensasi sama sekali dan tidak ada pengumuman di awal saat kami check in. Tunggu dan tunggu,2
"Hebatnya, orang-orang masih menggunakan layanan mereka, meskipun ada delay yang terkenal!"," sangat terkenal dengan penerbangannya yang delay. Yah, bagi saya, kedengarannya tidak nyaman, saya akan tetap mempertimbangkan terbang dengan mereka karena satu alasan: mereka memiliki begitu banyak jadwal penerbangan untuk dipilih.",3
Maskapai penerbangan yang bernilai baik untuk uang, telah meningkatkan layanan menjadi layanan harian dan menggunakan pesawat 737-900 yang lebih besar. Namun jarak kursi lebih kecil. Pesawat sedikit terlambat mungkin karena lalu lintas di Denpasar.,4
delay seperti biasa," terkenal dengan delay flight... saya booking dps-jkt jam 16.00 pada hari minggu, sehari sebelumnya mereka sms saya bahwa penerbangan akan jam 14.55... jadi u=saya harus bersiap-siap jam 1.30 ke airport. Sampai jam 15.00 mereka bilang delay... gak tau sampai jam berapa.... dan akhirnya mereka umumkan fligt akan jam 16.15. kenapa mereka ingin kita pergi lebih awal maka lebih banyak delay. Menyedihkan. Jika tepat waktu saya masih punya banyak waktu untuk dihabiskan bersama teman saya.",3
Pengalaman Naik Singa," Terkenal dengan Harga tiket yang ""Miring"" dibanding yang lainnya, Pengalaman kurang menyenangkan saat naik ""Singa Merah"" adalah saat menegur nada Pramugarinya sangat ketus, kan bisa ya dibilang baik2 (Rekaman Vlog saat naik pesawat). Hospitality sangat kurang, yaa ada harga ada rupa.",3
Murah tapi....," termasuk penerbangan termurah yang ada di Indonesia bila dibandingkan dengan perusahaan lainnya, haya saja, seperti sudha menjadi hal umum bahwa  sering kurang tepat dalam mengatur jadwal penerbangan, sehingga sering telat / delay. Tapi untuk orang-orang yang membutuhkan harga murah dan penerbangan banyak,  bisa mnejadi solusi tapi kurang disarankan untuk penerbangan lanjutan dengan jenis pesawata yang berbeda karena ada kemungkinan gagal terbang hehhee selamat menikmati penerbangan! :) Selain itu, berhati-hati dengan bagasi kalian, mohon disimpan dengan keamanan ekstra, sering dicongkel paksa oleh orang kurang bertanggung jawab, sebisa mungkin guanakan bagasi kabin. ",3
"Terlambat, tapi pesawat 737 midern"," tidak masalah untuk penerbangan siang hari berdurasi pendek. Tapi penjadwalannya jarang tepat waktu, membuat nightvarrivals menjadi mimpi buruk. Kursi kulit yang nyaman, tapi tidak ada makanan atau minuman, dan pesawat 737 baru.",3
Tidak kekurangan penjahat,"Air membatalkan penerbangan pada bulan Maret dan masih belum mengembalikan uang saya. Setelah memberi mereka waktu 5 bulan, saya sekarang telah menghubungi perusahaan kartu kredit saya untuk membalikkan transaksi. Maskapai penerbangan ini benar-benar memalukan dan telah diberi wewenang penuh untuk mencuri dari mereka pelanggan. Saya tidak akan pernah mempertimbangkan mereka lagi.",1
sabar adalah kata kuncimu,"Air, adalah salah satu perusahaan penerbangan terbesar di Indonesia. menjangkau hampir semua tujuan di Indonesia, termasuk beberapa lokasi terpencil dengan sayap udara, perusahaan lain di grup  yang melayani dengan pesawat yang lebih kecil, dan memiliki banyak jadwal, membuat Anda dapat memilih jadwal yang tepat untuk Anda.  Air, juga menyediakan tiket murah dibandingkan maskapai lain, citra ideal  Air tampaknya membuat pilihan Anda untuk menggunakan maskapai akan menjadi keputusan yang tepat. bagi saya pribadi, maskapai ini tidak pernah menjadi pilihan pertama saya. saya sudah menjadi tamu mereka dari 10 tahun yang lalu. Saat itu, perhatian saya hanya pada harga tiket dan tidak pernah memperhatikan bagaimana jalannya operasional. Seperti 8 tahun saya tidak pernah menggunakan layanan Air, baru-baru ini saya menggunakan layanan mereka untuk perjalanan singkat ke semarang karena saya tidak punya pilihan lain. Keterlambatan menjadi situasi yang biasa Anda hadapi ketika menggunakan maskapai ini, bahkan beberapa orang mengatakan kepada saya bahwa  Air semakin baik, tetapi saya tidak dapat melihatnya. Berdasarkan pengalaman saya, keterlambatan akan diumumkan pada saat keberangkatan, bukan pada waktu boarding seperti yang tertera pada boarding pass. durasi delay kurang lebih sekitar 45 menit dan setelah 45 menit petugas darat akan meminta penumpang masuk ke Pesawat, dan mereka baru saja memulai semua proses bongkar muat, kejadian awak kabin tidak berdiri di pintu gerbang untuk menyambut penumpang, dan membuat tamu harus menunggu 30-45 menit sampai pesawat didorong kembali dan siap lepas landas. Situasi semakin parah karena selama di darat, kapten tidak akan mengoperasikan AC, dan AC hanya beroperasi setelah pesawat lepas landas. Saya tahu setiap maskapai punya strateginya masing-masing untuk meminimalkan penggunaan bahan bakar, tapi dengan mengorbankan kenyamanan penumpang??? Itu yang masih menjadi pertanyaan besar saya untuk manajemen, masalahnya kapan pesawat itu punya bayi atau anak. dengan kenaikan suhu, mereka akan merasa tidak nyaman dan mulai menangis. Pemerintah Indonesia memiliki peraturan yang kuat tentang tanggung jawab Maskapai Penerbangan oleh PM 92 (Permen 92 2011), tetapi dalam praktiknya  Air tidak mematuhi peraturan ini. menurut saya, saya hanya akan menggunakan layanan mereka hanya untuk alasan cakupan atau alasan darurat.",2
 rasa ,"Little bit surprise saat dalam perjalanan dari Surabaya menuju Jakarta. Biasanya pesawat Batik dilengkapi Tv monitor tuk hiburan, ternyata tidak ada. Transit 45 menit di Jakarta, terbang menuju Medan, mendapat layanan seperti biasa, lengkap dengan tv monitor hiburan.",4
Excellent,"Lounge cukup besar, rapih dan bersih. Makanan dan minuman yang disediakan juga tidak sedikit serta rasanta juga tidak terlalu mengecewakan. Pelayanan cukup baik dan ramah. Makanan dan munuman yang diberikan di atas pesawat cukup enak.",5
Lumayan,"Low Cost Carrier dengan service yang cukup memuaskan. Sempat delay 1jam karena cuaca buruk di Jogja, tidak mengurangi kepercayaan saya dan rencana menggunakan  Air kembali di lain waktu. Harga tiket terjangkau, penerbangan aman dan nyaman.",3
Kecewa,"Luar biasa  nair. Harga boleh murah, 1,1jt, tapi kena bagasi 6kg hampir separo harga tiket ,hanya berat 6kg. Itupun koper kosong 75% karena kata petugas harus d bagasikan, padahal berat cabin bisa 7kg. Hanya karena koper atidak gede katanya.benar2 smart. Hanya satu kata ""kapok""",1
Bagus,"Lumayan lah, penerbangan tepat waktu. Kecewa cuman satu katanya ada in-flight entertaiment ternyata televisinya mati",4
Nyaman,"Lumayan nyaman, kemarin juga jadwalnya tepat ga kena delay, dapat roti dan minuman , entertainmentnya juga tersedia, walau earphone nya tidak di kasih (tapi pakai punya sendiri)",3
Enak,"Makanannya enak banget, kakinya luas, harganya juga terjangkau, pramugarinya baik-baik, waktu itu malah saya pernah, saat semua pemumpang sudah mau turun, kaptennya keluar dari kokpit untuk bilang terima kasih sudah berjalan bersama , seneng banget deh naik .",5
Bagus tapi ...,"Malam itu saya melakukan perjalanan pulang dari dinas kerja dari Semarang menuju Cengkareng dengan menggunakan pesawat .
Tapi sayang layar nya tidak nyala.",3
Anda membayar untuk apa yang Anda dapatkan,"Mari kita buat ini sederhana, Anda hampir tidak membayar apa-apa, jadi hampir tidak ada layanan. Mereka membawa Anda dan tas Anda ke dalam pesawat dan aman di tempat tujuan Anda. Mereka menjual air dan makanan ringan di atas kapal. Penerbangan mereka hampir selalu delay. Tapi Anda bisa berada di tujuan Anda hampir tanpa uang. Harapkan antrian panjang untuk keduanya check-in sebagai boarding.",3
"Hindari jika bisa, namun ....","Mari kita mulai dengan yang positif. Perjalanan itu baik-baik saja. Lepas landas dan mendarat mulus. Konter mereka di Denpasar kini sudah ramai. Manado ramai, tapi bisa dilakukan. Poin terkuat, harga tiket jauh lebih murah dibandingkan dengan yang lain seperti  atau Airasia. Kami terbang dengan  Dps-Mdc-Dps selama musim Liburan, Desember 2019. Satu-satunya alasan adalah karena  adalah maskapai online yang menawarkan penerbangan langsung ke Manado dari Bali . Saya membeli tiket melalui kayak pada Agustus 2019. Mendapat tawaran yang bagus untuk penerbangan langsung pada Hari Natal, yang merupakan rute bust ke Manado. Namun, awal Desember, mendapat email bahwa penerbangan kami dipindahkan ke lain waktu karena 'masalah operasional', alasan mereka untuk semuanya. Saya pikir penerbangan dibatalkan. Tapi tidak,  dengan mudah mengubah penerbangan kami karena ada orang lain yang bersedia membayar dengan harga lebih tinggi hari itu, Mereka hanya memberi tahu kami melalui email, dan pada dasarnya kami tidak dapat mengeluh (percayalah, saya mencoba, tetapi tidak ada yang menjawab atau mendengarkan). Mereka mengatakan kami selalu dapat membatalkan penerbangan kami, tetapi penggantian tersedia sekitar 6 bulan kemudian. Juga, di mana lagi saya dapat menemukan penerbangan untuk memastikan saya dapat berada di Manado untuk Natal. Singkat cerita, setelah memastikan bahwa tas kami tidak kelebihan berat badan (ya, mereka mengenakan biaya premium untuk tas Anda. Mereka juga memastikan bahwa Anda hanya membawa 7kg angkut (semua, per orang) kami siap. Penerbangan kami dan semua penerbangan s lainnya hari itu delay. Bahkan tidak lucu ketika Anda melihat layar informasi dan melihat bahwa semua penerbangan s memiliki catatan 'kedatangan terlambat'. Inilah bagian yang gila. Ternyata ada aturan bahwa jika penerbangan Anda delay lebih dari 2 jam, maka Anda berhak mendapatkan makanan dari maskapai, itu dari pemerintah aturan, jadi bagaimana  lolos dengan itu? Mereka mengirim semua penumpang ke dalam penerbangan 1 jam setelah waktu yang dijadwalkan semula sehingga sepertinya penerbangannya terlambat kurang dari 2 jam. Namun, bagian terburuknya adalah, dan ini adalah terjadi pada banyak penerbangan termasuk kami, begitu kami berada di pesawat, kami dibuat menunggu satu jam lagi di landasan di pesawat yang AC-nya OFF. Hanya kipas yang berfungsi. Semua orang berkeringat. Ini benar-benar 100 derajat F di sana. Saya takut putri saya akan pingsan. Tidak ada air yang diberikan. Para kru berulang kali mengatakan melalui PA mereka 'maaf atas ketidaknyamanan ini. Suhu akan menjadi lebih baik setelah kita terbang. Kami akan terbang segera setelah penumpang dari pesawat  air lain tiba dan bergabung dengan kami. Tapi tetap tidak ada AC-nya. Itu gila dan sangat tidak manusiawi. Saya tidak percaya mereka lolos begitu lama. Saya benar-benar merasa kasihan pada karyawan. Saya yakin mereka hanya mengikuti instruksi dari atas. Oh mereka juga menjual mie instan di pesawat? Betulkah? Dari sekian banyak makanan Indonesia enak yang kami punya dan mereka jual yang asin, penuh MSG, tinggi karbohidrat, mie instan tanpa nutrisi? Jadi, itu pengalaman kami. Aku bersumpah aku tidak akan pernah terbang dengan  lagi di masa depan jika aku punya pilihan. Tolong beri tahu orang lain tentang ini. Sebagai orang Indonesia yang tinggal di luar negeri, saya merasa malu bahwa perusahaan ini benar-benar membawa bendera merah putih. Ini bukan representasi bagaimana orang Indonesia memperlakukan orang lain. Ini adalah representasi dari manajemen yang korup dan rakus yang perlu didenda berat dan diganti sepenuhnya...",2
